21400,plankton,speed_up,50
5000,plankton,purchase,15
56300,plankton,speed_up,31
65100,plankton,upgrade,50
58700,plankton,purchase,48
85300,plankton,purchase,25
17000,plankton,upgrade,9
64900,plankton,purchase,1
36400,plankton,purchase,26
99300,plankton,speed_up,36
26100,plankton,purchase,7
96600,plankton,upgrade,40
61400,plankton,purchase,12
64300,plankton,upgrade,24
69600,plankton,purchase,1
78400,plankton,speed_up,46
29100,plankton,purchase,34
66400,plankton,upgrade,16
55900,plankton,upgrade,19
6500,plankton,speed_up,44
37500,plankton,speed_up,17
4900,plankton,speed_up,39
81000,plankton,purchase,37
67900,plankton,upgrade,12
83800,plankton,speed_up,39
93800,plankton,speed_up,21
53200,plankton,purchase,33
69800,plankton,purchase,26
75300,plankton,speed_up,27
13300,plankton,upgrade,38
57500,plankton,upgrade,33
9500,plankton,speed_up,14
98000,plankton,purchase,8
67700,plankton,speed_up,16
102100,plankton,speed_up,14
83100,plankton,upgrade,3
59100,plankton,purchase,9
65000,plankton,speed_up,34
74200,plankton,purchase,3
98700,plankton,purchase,19
55800,plankton,speed_up,7
92400,plankton,upgrade,18
90000,plankton,upgrade,28
42500,plankton,upgrade,39
85300,plankton,purchase,28
56200,plankton,purchase,44
37700,plankton,upgrade,15
20700,plankton,purchase,41
44600,plankton,purchase,49
54400,plankton,upgrade,40
13300,plankton,speed_up,41
46500,dolphin,purchase,90
56400,dolphin,purchase,114
50900,dolphin,upgrade,59
76200,dolphin,upgrade,66
14800,dolphin,purchase,84
41200,dolphin,upgrade,148
93100,dolphin,upgrade,58
32500,dolphin,speed_up,149
55200,dolphin,purchase,62
40400,dolphin,speed_up,70
12100,dolphin,purchase,71
80800,dolphin,upgrade,108
13500,dolphin,upgrade,91
35700,dolphin,speed_up,50
104100,dolphin,purchase,75
29700,dolphin,upgrade,93
77000,dolphin,speed_up,128
38800,dolphin,speed_up,140
97100,dolphin,purchase,129
57100,dolphin,purchase,136
32300,whale,upgrade,330001
84300,whale,upgrade,870001
45200,whale,upgrade,660001
60000,whale,speed_up,140001
64700,whale,upgrade,300001
32300,whale,purchase,220001
73600,whale,upgrade,170001
24300,plankton,upgrade,34
46600,plankton,upgrade,30
15900,plankton,purchase,35
72100,plankton,purchase,42
82500,plankton,purchase,19
43200,plankton,upgrade,7
78500,plankton,speed_up,24
7400,plankton,purchase,13
29200,plankton,speed_up,41
9900,plankton,purchase,50
81000,plankton,upgrade,8
75300,plankton,purchase,7
69300,plankton,purchase,15
58800,plankton,purchase,24
58400,plankton,upgrade,1
106900,plankton,upgrade,39
63700,plankton,upgrade,5
44800,plankton,speed_up,42
51500,plankton,purchase,17
26900,plankton,speed_up,23
47300,plankton,purchase,27
98700,plankton,upgrade,20
95400,plankton,upgrade,22
87400,plankton,purchase,24
42100,plankton,purchase,43
46400,plankton,speed_up,22
22800,plankton,purchase,29
12200,plankton,upgrade,5
92900,plankton,purchase,19
40000,plankton,upgrade,12
76700,plankton,speed_up,3
54200,plankton,purchase,33
30700,plankton,speed_up,19
2200,plankton,speed_up,5
91100,plankton,upgrade,8
37400,plankton,purchase,20
101400,plankton,speed_up,8
87000,plankton,upgrade,15
97800,plankton,speed_up,9
94600,plankton,speed_up,31
35800,plankton,upgrade,50
7400,plankton,purchase,7
40800,plankton,purchase,20
68800,plankton,speed_up,32
69000,plankton,speed_up,9
26200,plankton,upgrade,45
53900,plankton,upgrade,6
104000,plankton,upgrade,36
42800,plankton,purchase,50
57400,plankton,speed_up,43
70100,plankton,purchase,31
76600,dolphin,speed_up,135
28700,dolphin,upgrade,85
97900,dolphin,upgrade,52
92400,dolphin,speed_up,87
30500,dolphin,purchase,91
39500,dolphin,upgrade,83
36100,dolphin,purchase,51
14000,dolphin,purchase,86
55800,dolphin,upgrade,102
6500,dolphin,purchase,141
35500,dolphin,purchase,136
11500,dolphin,speed_up,85
45300,dolphin,purchase,85
23400,dolphin,speed_up,95
72600,dolphin,speed_up,59
57000,dolphin,upgrade,111
20700,dolphin,speed_up,106
21800,dolphin,purchase,70
39800,dolphin,speed_up,113
25600,dolphin,upgrade,67
27900,whale,purchase,260001
2900,whale,upgrade,400001
12900,whale,purchase,870001
51200,whale,upgrade,290001
64500,whale,purchase,210001
85400,whale,speed_up,250001
86000,whale,purchase,980001
69600,plankton,upgrade,42
86900,plankton,purchase,12
5900,plankton,purchase,29
77400,plankton,speed_up,46
90500,plankton,upgrade,42
42000,plankton,speed_up,21
85100,plankton,purchase,10
61500,plankton,purchase,14
59400,plankton,upgrade,11
85400,plankton,upgrade,4
83900,plankton,purchase,23
94400,plankton,purchase,20
17300,plankton,speed_up,24
58200,plankton,purchase,39
41300,plankton,upgrade,43
38400,plankton,speed_up,40
26600,plankton,purchase,8
3600,plankton,upgrade,2
22600,plankton,purchase,48
34500,plankton,speed_up,2
19200,plankton,purchase,42
91700,plankton,purchase,20
77000,plankton,upgrade,16
35900,plankton,upgrade,33
56500,plankton,speed_up,50
45700,plankton,speed_up,20
37500,plankton,speed_up,22
93700,plankton,speed_up,10
81600,plankton,speed_up,11
27700,plankton,upgrade,30
67400,plankton,purchase,45
40300,plankton,speed_up,9
45600,plankton,upgrade,1
89000,plankton,upgrade,25
6800,plankton,speed_up,10
46600,plankton,speed_up,8
100700,plankton,speed_up,48
72700,plankton,speed_up,34
7900,plankton,speed_up,45
46900,plankton,upgrade,33
89000,plankton,speed_up,28
29900,plankton,speed_up,33
13800,plankton,speed_up,26
101400,plankton,purchase,12
61800,plankton,speed_up,18
11900,plankton,speed_up,49
84800,plankton,speed_up,32
42100,plankton,upgrade,21
63200,plankton,speed_up,45
62700,plankton,speed_up,8
64900,plankton,speed_up,38
72100,dolphin,purchase,84
85000,dolphin,speed_up,134
48500,dolphin,upgrade,121
29400,dolphin,upgrade,125
32400,dolphin,upgrade,122
73400,dolphin,speed_up,59
18800,dolphin,speed_up,60
19300,dolphin,purchase,110
5900,dolphin,speed_up,133
76900,dolphin,purchase,99
7700,dolphin,purchase,112
75900,dolphin,speed_up,70
14200,dolphin,purchase,56
84000,dolphin,purchase,120
28300,dolphin,purchase,70
98800,dolphin,purchase,91
98100,dolphin,upgrade,147
14600,dolphin,speed_up,100
63100,dolphin,speed_up,146
56500,whale,upgrade,510001
69700,whale,speed_up,200001
99600,whale,speed_up,680001
14200,whale,upgrade,780001
93400,whale,speed_up,440001
45600,whale,purchase,580001
73300,whale,purchase,310001
2700,whale,speed_up,760001
95500,plankton,speed_up,22
12300,plankton,speed_up,19
13300,plankton,upgrade,44
37600,plankton,speed_up,15
31900,plankton,upgrade,27
68400,plankton,purchase,1
59000,plankton,speed_up,30
22700,plankton,purchase,34
15400,plankton,upgrade,9
9200,plankton,speed_up,24
17800,plankton,upgrade,24
47500,plankton,speed_up,29
55000,plankton,upgrade,33
24400,plankton,speed_up,6
55600,plankton,upgrade,43
78700,plankton,purchase,13
28500,plankton,upgrade,12
100100,plankton,upgrade,9
82300,plankton,speed_up,49
16300,plankton,speed_up,1
35900,plankton,upgrade,11
25100,plankton,upgrade,48
76900,plankton,speed_up,7
37200,plankton,purchase,8
43000,plankton,upgrade,45
69400,plankton,purchase,39
25100,plankton,speed_up,33
30400,plankton,purchase,48
49900,plankton,purchase,28
38900,plankton,upgrade,44
7100,plankton,purchase,40
93700,plankton,purchase,35
34400,plankton,upgrade,25
2400,plankton,speed_up,29
20600,plankton,upgrade,42
95000,plankton,speed_up,34
83400,plankton,speed_up,49
69000,plankton,speed_up,8
43500,plankton,speed_up,5
34200,plankton,upgrade,9
96800,plankton,purchase,16
96500,plankton,purchase,46
53900,plankton,upgrade,42
87400,plankton,upgrade,25
42600,plankton,speed_up,40
93800,plankton,speed_up,6
61600,plankton,speed_up,18
44300,plankton,upgrade,46
18700,plankton,upgrade,35
47800,plankton,upgrade,4
32500,plankton,speed_up,48
18700,dolphin,speed_up,138
93500,dolphin,purchase,84
73200,dolphin,upgrade,135
45100,dolphin,upgrade,137
8900,dolphin,upgrade,127
18900,dolphin,speed_up,52
79500,dolphin,purchase,73
99700,dolphin,purchase,133
67800,dolphin,upgrade,96
66300,dolphin,purchase,77
8400,dolphin,purchase,109
36500,dolphin,speed_up,52
94300,dolphin,upgrade,84
92300,dolphin,upgrade,117
37000,dolphin,speed_up,146
72300,dolphin,purchase,140
32600,dolphin,upgrade,106
43200,dolphin,purchase,131
67500,dolphin,purchase,64
53500,whale,purchase,420001
63200,whale,upgrade,560001
19400,whale,purchase,680001
93300,whale,upgrade,230001
71300,whale,purchase,10001
16800,whale,speed_up,800001
45400,whale,upgrade,700001
57600,whale,speed_up,660001
73100,plankton,purchase,29
20000,plankton,purchase,9
65400,plankton,upgrade,49
66900,plankton,purchase,18
30100,plankton,purchase,6
97500,plankton,upgrade,32
88800,plankton,speed_up,37
2600,plankton,upgrade,39
34600,plankton,speed_up,30
16200,plankton,speed_up,26
78200,plankton,purchase,21
8000,plankton,purchase,32
11400,plankton,upgrade,50
101800,plankton,upgrade,44
37100,plankton,purchase,4
97600,plankton,purchase,49
66100,plankton,upgrade,21
88100,plankton,speed_up,36
101300,plankton,purchase,38
84100,plankton,purchase,42
43400,plankton,upgrade,43
89500,plankton,purchase,6
94400,plankton,upgrade,24
14200,plankton,speed_up,14
56000,plankton,purchase,18
41000,plankton,upgrade,4
30000,plankton,purchase,14
91600,plankton,upgrade,15
19400,plankton,speed_up,49
56900,plankton,purchase,33
35000,plankton,speed_up,11
49900,plankton,purchase,48
78500,plankton,upgrade,37
62200,plankton,purchase,46
51800,plankton,speed_up,16
4700,plankton,purchase,15
46800,plankton,upgrade,35
80300,plankton,purchase,43
76200,plankton,speed_up,31
90800,plankton,purchase,17
40000,plankton,speed_up,43
37100,plankton,purchase,26
51900,plankton,purchase,9
31800,plankton,upgrade,8
91800,plankton,speed_up,15
66000,plankton,upgrade,49
83500,plankton,purchase,1
41400,plankton,upgrade,38
26800,plankton,purchase,2
70900,plankton,speed_up,12
79600,dolphin,purchase,133
15300,dolphin,upgrade,120
105100,dolphin,purchase,67
79500,dolphin,speed_up,115
63800,dolphin,speed_up,55
93700,dolphin,speed_up,120
40200,dolphin,speed_up,133
64000,dolphin,speed_up,102
82900,dolphin,speed_up,105
18300,dolphin,upgrade,78
72400,dolphin,purchase,128
40000,dolphin,upgrade,121
41100,dolphin,speed_up,103
6800,dolphin,upgrade,146
38100,dolphin,upgrade,117
24600,dolphin,upgrade,103
63000,dolphin,upgrade,123
62000,dolphin,purchase,82
70400,dolphin,upgrade,50
13200,dolphin,upgrade,145
68100,whale,purchase,400001
84900,whale,speed_up,530001
73000,whale,purchase,390001
54900,whale,upgrade,220001
93200,whale,speed_up,940001
58200,whale,upgrade,360001
13800,whale,purchase,1
26300,whale,speed_up,20001
98600,plankton,speed_up,47
72100,plankton,speed_up,44
63500,plankton,purchase,26
12600,plankton,upgrade,7
32400,plankton,purchase,28
17300,plankton,speed_up,3
34500,plankton,purchase,22
35500,plankton,speed_up,1
19400,plankton,upgrade,28
93700,plankton,speed_up,19
104600,plankton,speed_up,14
13400,plankton,upgrade,28
29400,plankton,purchase,49
51100,plankton,speed_up,45
32500,plankton,upgrade,3
26100,plankton,upgrade,39
43100,plankton,upgrade,44
88000,plankton,purchase,31
97800,plankton,speed_up,41
45100,plankton,speed_up,38
28000,plankton,purchase,13
55100,plankton,upgrade,30
70300,plankton,speed_up,29
47200,plankton,speed_up,26
64900,plankton,upgrade,9
51000,plankton,purchase,44
39500,plankton,speed_up,21
94000,plankton,speed_up,4
22500,plankton,purchase,34
24500,plankton,speed_up,25
54200,plankton,purchase,17
73100,plankton,purchase,25
71300,plankton,upgrade,39
67300,plankton,purchase,24
4100,plankton,upgrade,20
55300,plankton,speed_up,41
91100,plankton,speed_up,28
56800,plankton,purchase,45
69700,plankton,purchase,32
200,plankton,speed_up,4
59400,plankton,speed_up,1
43900,plankton,upgrade,37
8800,plankton,upgrade,4
6500,plankton,purchase,15
37100,plankton,purchase,10
27300,plankton,upgrade,5
102900,plankton,upgrade,39
34800,plankton,upgrade,27
13700,plankton,speed_up,8
56400,plankton,speed_up,49
18900,plankton,purchase,38
24300,dolphin,purchase,106
25700,dolphin,purchase,78
74900,dolphin,purchase,96
38500,dolphin,speed_up,95
91200,dolphin,upgrade,73
47500,dolphin,purchase,83
5100,dolphin,upgrade,146
84900,dolphin,upgrade,126
20900,dolphin,speed_up,147
95000,dolphin,speed_up,54
24700,dolphin,upgrade,79
55300,dolphin,upgrade,149
8000,dolphin,upgrade,64
94800,dolphin,purchase,120
34900,dolphin,purchase,125
74900,dolphin,upgrade,86
25000,dolphin,upgrade,75
49200,dolphin,speed_up,123
52100,dolphin,speed_up,124
46200,whale,upgrade,100001
26600,whale,speed_up,710001
76900,whale,speed_up,560001
104400,whale,purchase,970001
30200,whale,purchase,440001
33000,whale,speed_up,370001
74900,whale,upgrade,230001
87700,whale,upgrade,260001
59900,plankton,purchase,13
51800,plankton,purchase,9
95200,plankton,upgrade,12
34100,plankton,purchase,38
92600,plankton,purchase,33
80800,plankton,upgrade,14
49700,plankton,speed_up,26
62400,plankton,speed_up,36
23000,plankton,upgrade,38
53500,plankton,purchase,1
101100,plankton,upgrade,19
41600,plankton,speed_up,10
59500,plankton,upgrade,17
94400,plankton,upgrade,10
74700,plankton,speed_up,31
87300,plankton,speed_up,50
15400,plankton,upgrade,9
99900,plankton,purchase,29
68000,plankton,upgrade,1
5700,plankton,speed_up,45
8200,plankton,speed_up,5
85400,plankton,purchase,48
104500,plankton,upgrade,19
12400,plankton,speed_up,36
33400,plankton,speed_up,43
76300,plankton,speed_up,8
81400,plankton,upgrade,24
33600,plankton,upgrade,11
16200,plankton,speed_up,12
60000,plankton,upgrade,46
14300,plankton,upgrade,6
52900,plankton,upgrade,10
62200,plankton,purchase,3
70900,plankton,speed_up,3
27500,plankton,upgrade,4
98600,plankton,purchase,23
87700,plankton,purchase,5
4600,plankton,purchase,19
18500,plankton,speed_up,7
75200,plankton,speed_up,38
88200,plankton,upgrade,7
88200,plankton,upgrade,31
92600,plankton,speed_up,5
99100,plankton,speed_up,46
99100,plankton,purchase,49
15400,plankton,purchase,31
85300,plankton,upgrade,37
84700,plankton,upgrade,36
89000,plankton,speed_up,27
46500,plankton,upgrade,17
17100,plankton,purchase,48
84900,plankton,speed_up,24
91700,plankton,upgrade,24
87600,plankton,purchase,4
49300,plankton,speed_up,44
100900,plankton,purchase,49
55200,plankton,upgrade,48
69300,plankton,purchase,47
32800,plankton,purchase,25
39000,plankton,purchase,37
19500,plankton,purchase,13
34500,plankton,purchase,9
70600,plankton,upgrade,3
22000,plankton,purchase,2
20400,plankton,upgrade,34
26000,plankton,upgrade,5
25500,plankton,upgrade,45
102900,plankton,purchase,8
1000,plankton,upgrade,25
77900,plankton,purchase,50
11400,plankton,speed_up,14
5500,plankton,upgrade,20
93000,plankton,purchase,50
22100,plankton,purchase,8
91300,plankton,speed_up,24
82900,plankton,upgrade,3
30500,plankton,speed_up,25
103400,plankton,speed_up,44
77100,plankton,upgrade,41
47800,plankton,upgrade,21
57300,plankton,purchase,13
43700,plankton,purchase,22
14600,plankton,speed_up,29
54300,plankton,upgrade,37
95400,plankton,speed_up,28
97000,plankton,speed_up,6
34900,plankton,purchase,1
25200,plankton,purchase,18
88600,plankton,speed_up,36
85200,plankton,speed_up,12
92800,plankton,upgrade,23
13400,plankton,upgrade,27
80900,plankton,speed_up,1
44200,plankton,upgrade,2
99200,plankton,speed_up,10
42900,plankton,upgrade,28
94100,plankton,purchase,37
25000,plankton,upgrade,43
92600,dolphin,purchase,72
92500,dolphin,purchase,79
38600,dolphin,speed_up,58
60500,dolphin,upgrade,55
93000,dolphin,speed_up,127
58100,dolphin,purchase,53
20600,dolphin,purchase,76
9200,dolphin,speed_up,50
40000,dolphin,purchase,129
19000,dolphin,speed_up,117
16900,dolphin,speed_up,51
50000,dolphin,speed_up,117
19800,dolphin,upgrade,97
14100,dolphin,purchase,104
101800,dolphin,purchase,135
11900,dolphin,upgrade,50
64300,dolphin,speed_up,79
36500,dolphin,speed_up,123
63700,dolphin,speed_up,97
12600,dolphin,purchase,76
57200,whale,speed_up,620001
29000,whale,purchase,240001
95400,whale,purchase,520001
39900,whale,upgrade,640001
106300,whale,purchase,950001
73700,whale,speed_up,210001
15000,whale,purchase,930001
75500,whale,purchase,720001
75500,plankton,upgrade,12
63200,plankton,upgrade,11
99000,plankton,upgrade,29
94500,plankton,upgrade,21
89800,plankton,purchase,18
41400,plankton,upgrade,27
25400,plankton,purchase,29
62300,plankton,upgrade,29
81200,plankton,speed_up,10
41800,plankton,upgrade,26
36000,plankton,speed_up,10
58400,plankton,speed_up,16
56200,plankton,upgrade,27
77800,plankton,speed_up,48
28400,plankton,upgrade,11
89400,plankton,purchase,21
20100,plankton,upgrade,9
67900,plankton,upgrade,32
16900,plankton,speed_up,21
80600,plankton,purchase,32
87300,plankton,purchase,45
5300,plankton,purchase,18
17900,plankton,upgrade,30
27500,plankton,upgrade,39
75300,plankton,purchase,25
16700,plankton,purchase,45
36900,plankton,purchase,28
47500,plankton,purchase,33
78400,plankton,speed_up,38
98300,plankton,upgrade,2
89300,plankton,upgrade,4
54900,plankton,upgrade,1
34100,plankton,purchase,24
74600,plankton,speed_up,29
80500,plankton,speed_up,47
55200,plankton,speed_up,35
26900,plankton,speed_up,22
63100,plankton,upgrade,16
37900,plankton,upgrade,47
64800,plankton,speed_up,22
82000,plankton,speed_up,21
58000,plankton,speed_up,2
55900,plankton,purchase,43
99200,plankton,upgrade,3
17000,plankton,speed_up,12
75900,plankton,purchase,26
50900,plankton,upgrade,25
54600,plankton,upgrade,17
26200,plankton,speed_up,33
32100,plankton,upgrade,27
38400,plankton,upgrade,33
51700,dolphin,upgrade,131
84100,dolphin,upgrade,137
16500,dolphin,speed_up,64
25200,dolphin,upgrade,83
66200,dolphin,speed_up,103
82000,dolphin,speed_up,52
35100,dolphin,purchase,124
58400,dolphin,upgrade,133
78000,dolphin,purchase,119
96200,dolphin,purchase,113
42300,dolphin,speed_up,126
84500,dolphin,speed_up,93
75300,dolphin,speed_up,125
42700,dolphin,upgrade,90
7000,dolphin,upgrade,101
23700,dolphin,speed_up,124
4600,dolphin,upgrade,124
80900,dolphin,speed_up,138
82700,dolphin,speed_up,138
80100,dolphin,upgrade,139
26200,whale,speed_up,920001
42600,whale,speed_up,330001
31000,whale,speed_up,430001
12600,whale,purchase,830001
78000,whale,speed_up,330001
47700,whale,speed_up,770001
65000,whale,purchase,730001
62000,whale,upgrade,740001
19000,plankton,speed_up,18
79900,plankton,upgrade,2
41600,plankton,purchase,3
22600,plankton,speed_up,12
37900,plankton,purchase,45
28800,plankton,speed_up,43
56400,plankton,speed_up,22
38200,plankton,purchase,22
79000,plankton,purchase,11
40300,plankton,speed_up,29
74100,plankton,upgrade,43
86900,plankton,upgrade,42
103600,plankton,purchase,44
56600,plankton,purchase,39
36900,plankton,purchase,43
17800,plankton,upgrade,20
103500,plankton,speed_up,8
82100,plankton,speed_up,44
97000,dolphin,purchase,63
48900,dolphin,upgrade,109
80400,dolphin,purchase,141
77300,dolphin,upgrade,85
29000,dolphin,purchase,104
89900,dolphin,purchase,127
38700,dolphin,upgrade,79
59000,dolphin,purchase,68
21200,dolphin,purchase,84
60900,dolphin,upgrade,53
67000,dolphin,purchase,124
77400,dolphin,upgrade,116
88200,dolphin,purchase,72
82800,dolphin,purchase,117
39200,dolphin,speed_up,101
56300,dolphin,speed_up,76
86300,dolphin,speed_up,56
33300,dolphin,purchase,143
7700,dolphin,upgrade,125
26000,whale,purchase,350001
104400,whale,speed_up,350001
35100,whale,speed_up,500001
57600,whale,upgrade,280001
74100,whale,purchase,740001
700,whale,speed_up,360001
2300,whale,upgrade,350001
56400,whale,speed_up,130001
10800,plankton,speed_up,39
42300,plankton,upgrade,30
24100,plankton,purchase,1
91800,plankton,upgrade,22
26500,plankton,upgrade,34
37800,plankton,purchase,5
32700,plankton,speed_up,29
64800,plankton,speed_up,24
106300,plankton,purchase,32
56700,plankton,upgrade,20
53100,plankton,purchase,33
19100,plankton,speed_up,38
55800,plankton,speed_up,28
33700,plankton,purchase,21
100000,plankton,speed_up,9
98200,plankton,upgrade,11
89400,plankton,speed_up,20
84300,plankton,speed_up,3
98800,plankton,upgrade,3
97600,plankton,speed_up,38
32800,plankton,purchase,2
11900,plankton,purchase,11
64100,plankton,purchase,10
42900,plankton,upgrade,15
99400,plankton,purchase,20
54200,plankton,speed_up,42
22400,plankton,speed_up,25
49600,plankton,speed_up,37
16900,plankton,upgrade,20
13700,plankton,upgrade,42
77400,plankton,upgrade,46
41300,plankton,speed_up,50
88600,plankton,speed_up,47
17000,plankton,upgrade,5
44400,plankton,speed_up,17
25400,plankton,purchase,50
40300,plankton,purchase,48
69400,plankton,purchase,28
59000,plankton,speed_up,34
34600,plankton,purchase,32
86300,plankton,speed_up,17
4700,plankton,upgrade,6
16900,plankton,upgrade,42
75400,plankton,speed_up,43
43400,plankton,upgrade,2
30400,plankton,speed_up,36
51500,plankton,purchase,38
62300,plankton,upgrade,28
34900,plankton,purchase,46
68900,plankton,speed_up,12
79300,plankton,speed_up,18
14600,dolphin,speed_up,60
3900,dolphin,speed_up,115
19400,dolphin,purchase,125
49600,dolphin,upgrade,75
65800,dolphin,purchase,73
102000,dolphin,upgrade,130
48100,dolphin,speed_up,141
24800,dolphin,speed_up,139
73200,dolphin,upgrade,81
68200,dolphin,speed_up,90
101500,dolphin,upgrade,81
10700,dolphin,speed_up,104
61100,dolphin,purchase,127
52000,dolphin,speed_up,118
97300,dolphin,upgrade,111
4800,dolphin,purchase,127
40700,dolphin,upgrade,100
65000,dolphin,purchase,146
77600,dolphin,upgrade,119
6000,dolphin,speed_up,64
66900,whale,purchase,950001
21800,whale,purchase,650001
25500,whale,speed_up,330001
17100,whale,upgrade,780001
75300,whale,speed_up,860001
100100,whale,purchase,20001
35600,whale,purchase,160001
81000,plankton,speed_up,18
95400,plankton,speed_up,25
35600,plankton,upgrade,27
72200,plankton,upgrade,8
90300,plankton,speed_up,24
33700,plankton,purchase,9
22300,plankton,upgrade,21
34900,plankton,purchase,42
68700,plankton,speed_up,30
45100,plankton,purchase,18
96400,plankton,upgrade,13
11200,plankton,upgrade,48
64600,plankton,upgrade,31
91300,plankton,speed_up,45
30300,plankton,speed_up,47
51400,plankton,upgrade,21
50700,plankton,upgrade,23
50700,plankton,speed_up,37
92700,plankton,upgrade,20
36200,plankton,upgrade,6
95400,plankton,speed_up,1
85000,plankton,speed_up,39
35000,plankton,speed_up,28
34100,plankton,purchase,50
69400,plankton,upgrade,12
62600,plankton,purchase,48
45800,plankton,speed_up,16
6600,plankton,purchase,47
32100,plankton,upgrade,1
45100,plankton,speed_up,9
85600,plankton,speed_up,29
24200,plankton,upgrade,45
65100,plankton,upgrade,13
12000,plankton,upgrade,17
15900,plankton,speed_up,15
55500,plankton,upgrade,38
17000,plankton,purchase,45
22900,plankton,speed_up,19
15400,plankton,purchase,17
61100,plankton,speed_up,22
68200,plankton,purchase,42
49300,plankton,purchase,10
44500,plankton,speed_up,33
22400,plankton,purchase,43
79300,plankton,purchase,50
49700,plankton,upgrade,35
62800,plankton,purchase,7
88100,plankton,purchase,47
30900,plankton,speed_up,14
104700,plankton,purchase,41
51700,plankton,speed_up,35
61600,dolphin,purchase,137
52400,dolphin,purchase,143
20300,dolphin,purchase,59
32200,dolphin,upgrade,80
73400,dolphin,upgrade,50
75000,dolphin,upgrade,85
29700,dolphin,speed_up,92
13900,dolphin,upgrade,63
42200,dolphin,upgrade,53
15000,dolphin,speed_up,51
47000,dolphin,speed_up,127
32600,dolphin,upgrade,134
26600,dolphin,purchase,113
21000,plankton,speed_up,48
43800,plankton,upgrade,20
49800,plankton,speed_up,48
95900,plankton,purchase,1
102600,plankton,speed_up,18
62800,plankton,upgrade,15
40100,plankton,purchase,35
4300,plankton,purchase,42
53900,plankton,upgrade,28
101800,plankton,purchase,8
101600,plankton,purchase,25
14200,plankton,speed_up,43
46000,plankton,speed_up,5
11900,plankton,speed_up,25
65600,plankton,purchase,46
66800,plankton,upgrade,33
22100,plankton,upgrade,26
47400,plankton,upgrade,43
84100,plankton,upgrade,25
13300,plankton,purchase,36
23300,plankton,upgrade,19
47200,plankton,speed_up,39
9400,plankton,purchase,38
97800,plankton,speed_up,31
11900,plankton,speed_up,10
55700,plankton,speed_up,40
92600,plankton,upgrade,13
81600,plankton,purchase,45
20000,plankton,purchase,26
44000,plankton,upgrade,23
75900,plankton,speed_up,27
104700,plankton,purchase,3
19800,plankton,upgrade,44
34200,plankton,purchase,15
11400,plankton,purchase,6
12300,plankton,upgrade,35
87800,dolphin,purchase,126
99600,dolphin,purchase,123
28200,dolphin,purchase,129
79900,dolphin,upgrade,109
88600,dolphin,speed_up,66
81900,dolphin,upgrade,83
54600,dolphin,upgrade,138
36000,dolphin,speed_up,84
50900,dolphin,speed_up,56
82100,dolphin,upgrade,139
58000,dolphin,purchase,102
80100,dolphin,purchase,118
74400,dolphin,purchase,140
54100,dolphin,speed_up,90
82800,dolphin,speed_up,94
11700,dolphin,speed_up,131
35300,dolphin,speed_up,50
13800,dolphin,upgrade,65
7500,dolphin,speed_up,99
88400,dolphin,upgrade,81
78300,whale,speed_up,600001
53400,whale,purchase,380001
87000,whale,speed_up,90001
89100,whale,purchase,420001
72400,whale,upgrade,270001
100600,whale,upgrade,610001
42900,whale,speed_up,120001
70200,plankton,speed_up,22
41600,plankton,upgrade,50
90400,plankton,purchase,16
78500,plankton,speed_up,28
90600,plankton,upgrade,19
55500,plankton,upgrade,45
99700,plankton,purchase,39
89100,plankton,speed_up,9
25300,plankton,purchase,35
99200,plankton,speed_up,26
67300,plankton,upgrade,14
84600,plankton,upgrade,6
33400,plankton,purchase,34
53800,plankton,purchase,6
52200,plankton,upgrade,4
24700,plankton,purchase,35
31600,plankton,upgrade,31
95000,plankton,purchase,50
71300,plankton,upgrade,24
105500,plankton,upgrade,10
80000,plankton,speed_up,40
33900,plankton,speed_up,22
84500,plankton,upgrade,38
7900,plankton,purchase,45
84500,plankton,purchase,25
36300,plankton,purchase,37
98700,plankton,speed_up,11
27700,plankton,speed_up,5
25900,plankton,upgrade,2
91100,plankton,speed_up,8
82800,plankton,purchase,7
45000,plankton,purchase,5
80100,plankton,speed_up,34
97200,plankton,speed_up,2
34700,plankton,purchase,41
56500,plankton,purchase,8
46200,plankton,speed_up,36
32600,plankton,upgrade,31
32400,plankton,purchase,27
32300,plankton,upgrade,30
2900,plankton,speed_up,22
75200,plankton,purchase,11
75700,plankton,upgrade,29
69200,plankton,speed_up,34
48300,plankton,purchase,7
22900,plankton,speed_up,6
30600,plankton,speed_up,13
45200,plankton,purchase,35
50200,plankton,upgrade,5
54600,plankton,purchase,30
6900,plankton,purchase,42
43100,dolphin,speed_up,59
6600,dolphin,upgrade,111
40700,dolphin,upgrade,105
96600,dolphin,upgrade,91
70000,dolphin,purchase,102
64900,dolphin,upgrade,95
49800,dolphin,upgrade,103
86600,dolphin,upgrade,124
37900,dolphin,upgrade,94
78400,dolphin,purchase,94
87800,dolphin,upgrade,109
15700,dolphin,purchase,86
61600,dolphin,purchase,145
105800,dolphin,upgrade,105
3200,dolphin,purchase,119
24600,dolphin,speed_up,65
23400,dolphin,upgrade,93
73900,dolphin,upgrade,54
26400,dolphin,purchase,93
